,INSTITUICAO_ENSINO_ALUNO,IDADE_ALUNO,ANOS_PM,PONTO_VIRADA,INDE,INDE_CONCEITO,PEDRA,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,IAA,IEG,IPS,IDA,IPP,IPV,IAN,NOME,ANO,FASE,TURMA,REC_EQUIPE_4,CF,REC_AVA_3,CG,REC_AVA_1,REC_EQUIPE_2,BOLSISTA,REC_AVA_2,NIVEL_IDEAL,ANO_INGRESSO,REC_EQUIPE_1,REC_EQUIPE_3,REC_AVA_4,QTD_AVAL,DEFASAGEM,SINALIZADOR_INGRESSANTE,INDICADO_BOLSA,CT,NOTA_PORT,NOTA_MAT,NOTA_ING
2525,,,,,,,,,,,,,,,,,,ALUNO-1177,2021,,,,,,,,,,,,,,,,,,,,,,,
2526,,,,,,,,,,,,,,,,,,ALUNO-1178,2021,,,,,,,,,,,,,,,,,,,,,,,
2527,,,,,,,,,,,,,,,,,,ALUNO-1179,2021,,,,,,,,,,,,,,,,,,,,,,,
2528,,,,,,,,,,,,,,,,,,ALUNO-1180,2021,,,,,,,,,,,,,,,,,,,,,,,
2529,Escola Pública,,,Não,7.961,,Ametista,,,,9.0,9.6,5.6,7.6,8.1,8.7,5.0,ALUNO-1181,2021,1.0,F,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2530,Escola Pública,,,Não,7.006,,Ametista,,,,7.4,8.3,7.5,4.4,6.6,6.6,10.0,ALUNO-1182,2021,0.0,L,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
2531,Escola Pública,,,Não,7.614,,Ametista,,,,8.5,9.2,7.5,6.4,7.5,8.3,5.0,ALUNO-1183,2021,1.0,B,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2532,,,,,,,,,,,,,,,,,,ALUNO-1184,2021,,,,,,,,,,,,,,,,,,,,,,,
2533,,,,,,,,,,,,,,,,,,ALUNO-1185,2021,,,,,,,,,,,,,,,,,,,,,,,
2534,,,,,,,,,,,,,,,,,,ALUNO-1186,2021,,,,,,,,,,,,,,,,,,,,,,,
2535,,,,,,,,,,,,,,,,,,ALUNO-1187,2021,,,,,,,,,,,,,,,,,,,,,,,
2536,,,,,,,,,,,,,,,,,,ALUNO-1188,2021,,,,,,,,,,,,,,,,,,,,,,,
2537,,,,,,,,,,,,,,,,,,ALUNO-1189,2021,,,,,,,,,,,,,,,,,,,,,,,
2538,Escola Pública,,,Não,7.554,,Ametista,,,,8.5,8.8,7.5,6.1,8.1,8.3,5.0,ALUNO-1190,2021,2.0,M,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
2539,Rede Decisão,,,Não,4.615,,Quartzo,,,,7.5,2.5,4.4,1.9,7.1,4.2,10.0,ALUNO-1191,2021,3.0,A,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Ingressante,,,,,
2540,,,,,,,,,,,,,,,,,,ALUNO-1192,2021,,,,,,,,,,,,,,,,,,,,,,,
2541,,,,,,,,,,,,,,,,,,ALUNO-1193,2021,,,,,,,,,,,,,,,,,,,,,,,
2542,,,,,,,,,,,,,,,,,,ALUNO-1194,2021,,,,,,,,,,,,,,,,,,,,,,,
2543,Escola Pública,,,Não,8.322,,Topázio,,,,9.2,8.6,7.5,7.4,7.9,8.3,10.0,ALUNO-1195,2021,3.0,B,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,0.0,Veterano,,,,,
2544,Escola Pública,,,Não,7.892,,Ametista,,,,9.2,6.9,7.5,6.1,8.3,9.0,10.0,ALUNO-1196,2021,7.0,A,Promovido de Fase + Bolsa,,,,,Promovido de Fase + Bolsa,,,ERRO,,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,0.0,Ingressante,,,,,
2545,Rede Decisão,,,Não,8.040,,Ametista,,,,8.3,8.3,7.5,7.8,7.8,7.3,10.0,ALUNO-1197,2021,7.0,A,Promovido de Fase + Bolsa,,,,,Promovido de Fase + Bolsa,,,Nível 7 (3o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,0.0,Veterano,,,,,
2546,Escola Pública,,,Não,4.814,,Quartzo,,,,9.5,3.3,5.0,2.4,6.7,5.3,5.0,ALUNO-1198,2021,2.0,J,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Alocado em Fase anterior,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2547,Escola Pública,,,Não,7.025,,Ametista,,,,8.5,8.3,7.5,4.9,7.5,7.7,5.0,ALUNO-1199,2021,0.0,S,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Mantido na Fase atual,Não avaliado,,,-1.0,Ingressante,,,,,
2548,,,,,,,,,,,,,,,,,,ALUNO-1200,2021,,,,,,,,,,,,,,,,,,,,,,,
2549,Rede Decisão,,,Não,7.031,,Ametista,,,,7.1,6.1,5.6,6.5,8.1,7.1,10.0,ALUNO-1201,2021,7.0,A,Promovido de Fase + Bolsa,,,,,Promovido de Fase + Bolsa,,,Nível 7 (3o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,0.0,Veterano,,,,,
2550,,,,,,,,,,,,,,,,,,ALUNO-1202,2021,,,,,,,,,,,,,,,,,,,,,,,
2551,,,,,,,,,,,,,,,,,,ALUNO-1203,2021,,,,,,,,,,,,,,,,,,,,,,,
2552,Escola Pública,,,Sim,8.797,,Topázio,,,,10.0,9.6,7.5,6.9,8.3,9.6,10.0,ALUNO-1204,2021,1.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Promovido de Fase,Mantido na Fase + Bolsa,,,0.0,Ingressante,,,,,
2553,Escola Pública,,,Não,8.040,,Ametista,,,,8.5,9.2,7.5,5.5,7.3,8.9,10.0,ALUNO-1205,2021,2.0,A,Não avaliado,,,,,Promovido de Fase,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Veterano,,,,,
2554,Escola Pública,,,Sim,8.871,,Topázio,,,,8.5,10.0,7.5,7.6,8.1,9.7,10.0,ALUNO-1206,2021,0.0,T,Não avaliado,,,,,Promovido de Fase,,,ALFA  (2o e 3o ano),,Promovido de Fase,Não avaliado,,,0.0,Ingressante,,,,,
2555,,,,,,,,,,,,,,,,,,ALUNO-1207,2021,,,,,,,,,,,,,,,,,,,,,,,
2556,,,,,,,,,,,,,,,,,,ALUNO-1208,2021,,,,,,,,,,,,,,,,,,,,,,,
2557,,,,,,,,,,,,,,,,,,ALUNO-1209,2021,,,,,,,,,,,,,,,,,,,,,,,
2558,Escola Pública,,,Não,8.250,,Topázio,,,,8.0,10.0,7.5,6.8,7.5,8.0,10.0,ALUNO-1210,2021,0.0,L,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
2559,Escola Pública,,,Não,6.748,,Ágata,,,,8.4,6.7,7.5,4.8,6.6,6.1,10.0,ALUNO-1211,2021,0.0,L,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
2560,Escola Pública,,,Não,5.703,,Ágata,,,,9.0,4.2,6.3,3.3,7.5,7.2,5.0,ALUNO-1212,2021,1.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2561,,,,,,,,,,,,,,,,,,ALUNO-1213,2021,,,,,,,,,,,,,,,,,,,,,,,
2562,Escola Pública,,,Sim,7.496,,Ametista,,,,10.0,10.0,7.5,3.0,8.1,9.2,5.0,ALUNO-1214,2021,1.0,M,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Promovido de Fase,,,-1.0,Ingressante,,,,,
2563,Escola Pública,,,Não,7.401,,Ametista,,,,9.5,10.0,2.5,6.3,7.5,8.4,5.0,ALUNO-1215,2021,1.0,B,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2564,,,,,,,,,,,,,,,,,,ALUNO-1216,2021,,,,,,,,,,,,,,,,,,,,,,,
2565,Rede Decisão,,,Sim,8.181,,Ametista,,,,8.8,8.6,7.5,7.6,9.2,9.5,5.0,ALUNO-1217,2021,3.0,A,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 4 (9o ano),,Promovido de Fase + Bolsa,Promovido de Fase,,,-1.0,Veterano,,,,,
2566,,,,,,,,,,,,,,,,,,ALUNO-1218,2021,,,,,,,,,,,,,,,,,,,,,,,
2567,Rede Decisão,,,Não,8.201,,Ametista,,,,7.9,7.5,7.5,7.9,8.6,8.6,10.0,ALUNO-1219,2021,5.0,B,Mantido na Fase atual,,,,,Promovido de Fase + Bolsa,,,Nível 4 (9o ano),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,1.0,Veterano,,,,,
2568,,,,,,,,,,,,,,,,,,ALUNO-1220,2021,,,,,,,,,,,,,,,,,,,,,,,
2569,Escola Pública,,,Sim,8.618,,Topázio,,,,9.0,10.0,7.5,8.0,9.8,9.4,5.0,ALUNO-1221,2021,2.0,N,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase + Bolsa,Promovido de Fase,,,-1.0,Ingressante,,,,,
2570,,,,,,,,,,,,,,,,,,ALUNO-1222,2021,,,,,,,,,,,,,,,,,,,,,,,
2571,Escola Pública,,,Não,6.779,,Ágata,,,,6.8,8.3,8.1,4.7,8.1,6.8,5.0,ALUNO-1223,2021,2.0,R,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2572,,,,,,,,,,,,,,,,,,ALUNO-1224,2021,,,,,,,,,,,,,,,,,,,,,,,
2573,,,,,,,,,,,,,,,,,,ALUNO-1225,2021,,,,,,,,,,,,,,,,,,,,,,,
2574,Escola Pública,,,Não,6.621,,Ágata,,,,5.3,8.3,8.1,4.7,8.1,6.8,5.0,ALUNO-1226,2021,2.0,R,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2575,,,,,,,,,,,,,,,,,,ALUNO-1227,2021,,,,,,,,,,,,,,,,,,,,,,,
2576,Escola Pública,,,Não,3.603,,Quartzo,,,,0.0,0.6,7.5,3.1,6.3,2.5,10.0,ALUNO-1228,2021,3.0,L,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Veterano,,,,,
2577,Escola Pública,,,Não,5.588,,Ágata,,,,9.5,5.8,4.4,0.7,8.1,7.9,5.0,ALUNO-1229,2021,1.0,J,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Não avaliado,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2578,Rede Decisão,,,Não,7.714,,Ametista,,,,7.1,8.6,6.9,5.8,8.1,8.1,10.0,ALUNO-1230,2021,4.0,G,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase + Bolsa,Promovido de Fase,,,1.0,Veterano,,,,,
2579,Escola Pública,,,Não,4.133,,Quartzo,,,,0.0,1.7,6.3,3.1,7.5,6.5,5.0,ALUNO-1231,2021,2.0,E,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Não avaliado,,,-1.0,Veterano,,,,,
2580,Escola Pública,,,Não,2.717,,Quartzo,,,,0.0,0.8,7.5,0.9,6.3,2.5,5.0,ALUNO-1232,2021,2.0,H,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Não avaliado,,,-1.0,Veterano,,,,,
2581,Rede Decisão,,,Não,7.416,,Ametista,,,,9.6,6.7,5.0,7.8,7.7,6.5,10.0,ALUNO-1233,2021,5.0,F,Promovido de Fase,,,,,Mantido na Fase + Bolsa,,,Nível 5 (1o EM),,Mantido na Fase atual,Promovido de Fase,,,0.0,Veterano,,,,,
2582,Escola Pública,,,Não,7.229,,Ametista,,,,8.5,6.7,7.5,5.6,7.5,7.2,10.0,ALUNO-1234,2021,0.0,L,Não avaliado,,,,,Mantido na Fase atual,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
2583,,,,,,,,,,,,,,,,,,ALUNO-1235,2021,,,,,,,,,,,,,,,,,,,,,,,
2584,,,,,,,,,,,,,,,,,,ALUNO-1236,2021,,,,,,,,,,,,,,,,,,,,,,,
2585,Escola Pública,,,Não,4.372,,Quartzo,,,,6.7,2.2,7.5,2.3,7.1,4.2,5.0,ALUNO-1237,2021,3.0,F,Não avaliado,,,,,Mantido na Fase atual,,,Nível 4 (9o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2586,,,,,,,,,,,,,,,,,,ALUNO-1238,2021,,,,,,,,,,,,,,,,,,,,,,,
2587,Escola Pública,,,Não,5.574,,Ágata,,,,8.5,5.8,7.5,2.0,7.3,5.9,5.0,ALUNO-1239,2021,1.0,R,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2588,Escola Pública,,,Não,6.917,,Ametista,,,,7.4,7.9,7.5,4.3,7.9,8.5,5.0,ALUNO-1240,2021,2.0,K,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2589,,,,,,,,,,,,,,,,,,ALUNO-1241,2021,,,,,,,,,,,,,,,,,,,,,,,
2590,Escola Pública,,,Não,5.507,,Quartzo,,,,7.4,4.6,7.5,2.4,8.1,6.6,5.0,ALUNO-1242,2021,1.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2591,,,,,,,,,,,,,,,,,,ALUNO-1243,2021,,,,,,,,,,,,,,,,,,,,,,,
2592,Escola Pública,,,Não,7.389,,Ametista,,,,10.0,8.8,7.5,5.8,7.5,7.4,5.0,ALUNO-1244,2021,1.0,B,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2593,,,,,,,,,,,,,,,,,,ALUNO-1245,2021,,,,,,,,,,,,,,,,,,,,,,,
2594,,,,,,,,,,,,,,,,,,ALUNO-1246,2021,,,,,,,,,,,,,,,,,,,,,,,
2595,,,,,,,,,,,,,,,,,,ALUNO-1247,2021,,,,,,,,,,,,,,,,,,,,,,,
2596,Rede Decisão,,,Não,6.047,,Ágata,,,,9.2,3.9,5.6,6.5,7.7,6.1,5.0,ALUNO-1248,2021,3.0,G,Não avaliado,,,,,Promovido de Fase,,,Nível 4 (9o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
2597,,,,,,,,,,,,,,,,,,ALUNO-1249,2021,,,,,,,,,,,,,,,,,,,,,,,
2598,Escola Pública,,,Não,6.343,,Ágata,,,,6.7,5.8,6.9,5.8,7.5,7.1,5.0,ALUNO-1250,2021,3.0,R,Não avaliado,,,,,Promovido de Fase,,,Nível 4 (9o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
2599,Escola Pública,,,Não,7.789,,Ametista,,,,8.8,7.2,6.3,8.1,7.5,7.4,10.0,ALUNO-1251,2021,3.0,M,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,0.0,Veterano,,,,,
2600,,,,,,,,,,,,,,,,,,ALUNO-1252,2021,,,,,,,,,,,,,,,,,,,,,,,
2601,,,,,,,,,,,,,,,,,,ALUNO-1253,2021,,,,,,,,,,,,,,,,,,,,,,,
2602,Escola Pública,,,Não,7.379,,Ametista,,,,9.2,5.8,7.5,6.8,7.5,7.2,10.0,ALUNO-1254,2021,3.0,C,Não avaliado,,,,,Mantido na Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Mantido na Fase atual,,,0.0,Veterano,,,,,
2603,,,,,,,,,,,,,,,,,,ALUNO-1255,2021,,,,,,,,,,,,,,,,,,,,,,,
2604,Escola Pública,,,Não,6.541,,Ágata,,,,9.2,7.5,7.5,3.6,7.7,6.9,5.0,ALUNO-1256,2021,5.0,A,Mantido na Fase atual,,,,,Promovido de Fase + Bolsa,,,Nível 6 (2o EM),,Promovido de Fase,Promovido de Fase + Bolsa,,,-1.0,Veterano,,,,,
2605,,,,,,,,,,,,,,,,,,ALUNO-1257,2021,,,,,,,,,,,,,,,,,,,,,,,
2606,,,,,,,,,,,,,,,,,,ALUNO-1258,2021,,,,,,,,,,,,,,,,,,,,,,,
2607,,,,,,,,,,,,,,,,,,ALUNO-1259,2021,,,,,,,,,,,,,,,,,,,,,,,
2608,Escola Pública,,,Não,6.163,,Ágata,,,,9.0,5.0,7.5,3.9,7.7,7.3,5.0,ALUNO-1260,2021,1.0,C,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2609,,,,,,,,,,,,,,,,,,ALUNO-1261,2021,,,,,,,,,,,,,,,,,,,,,,,
2610,,,,,,,,,,,,,,,,,,ALUNO-1262,2021,,,,,,,,,,,,,,,,,,,,,,,
2611,,,,,,,,,,,,,,,,,,ALUNO-1263,2021,,,,,,,,,,,,,,,,,,,,,,,
2612,Escola Pública,,,Não,6.254,,Ágata,,,,8.0,4.2,8.1,3.1,7.3,7.3,10.0,ALUNO-1264,2021,2.0,E,Não avaliado,,,,,Promovido de Fase,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Veterano,,,,,
2613,,,,,,,,,,,,,,,,,,ALUNO-1265,2021,,,,,,,,,,,,,,,,,,,,,,,
2614,Escola Pública,,,Não,4.817,,Quartzo,,,,10.0,3.3,5.6,1.8,6.9,2.8,10.0,ALUNO-1266,2021,3.0,R,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
2615,,,,,,,,,,,,,,,,,,ALUNO-1267,2021,,,,,,,,,,,,,,,,,,,,,,,
2616,Escola Pública,,,Não,6.978,,Ametista,,,,8.0,7.5,7.5,5.0,7.5,8.4,5.0,ALUNO-1268,2021,1.0,A,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2617,,,,,,,,,,,,,,,,,,ALUNO-1269,2021,,,,,,,,,,,,,,,,,,,,,,,
2618,,,,,,,,,,,,,,,,,,ALUNO-1270,2021,,,,,,,,,,,,,,,,,,,,,,,
2619,,,,,,,,,,,,,,,,,,ALUNO-1271,2021,,,,,,,,,,,,,,,,,,,,,,,
2620,,,,,,,,,,,,,,,,,,ALUNO-1272,2021,,,,,,,,,,,,,,,,,,,,,,,
2621,,,,,,,,,,,,,,,,,,ALUNO-1273,2021,,,,,,,,,,,,,,,,,,,,,,,
2622,,,,,,,,,,,,,,,,,,ALUNO-1274,2021,,,,,,,,,,,,,,,,,,,,,,,
2623,Escola Pública,,,Sim,8.468,,Topázio,,,,9.5,9.6,7.5,7.8,8.3,9.8,5.0,ALUNO-1275,2021,1.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Promovido de Fase,,,-1.0,Veterano,,,,,
2624,,,,,,,,,,,,,,,,,,ALUNO-1276,2021,,,,,,,,,,,,,,,,,,,,,,,
2625,,,,,,,,,,,,,,,,,,ALUNO-1277,2021,,,,,,,,,,,,,,,,,,,,,,,
2626,Escola Pública,,,Não,5.671,,Ágata,,,,8.0,4.2,7.5,4.6,6.3,6.2,5.0,ALUNO-1278,2021,0.0,P,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Não avaliado,,,-2.0,Veterano,,,,,
2627,Escola Pública,,,Não,4.729,,Quartzo,,,,8.3,1.9,0.0,3.8,7.3,5.1,10.0,ALUNO-1279,2021,5.0,L,Mantido na Fase atual,,,,,Mantido na Fase atual,,,Nível 5 (1o EM),,Promovido de Fase,Promovido de Fase,,,0.0,Ingressante,,,,,
2628,,,,,,,,,,,,,,,,,,ALUNO-1280,2021,,,,,,,,,,,,,,,,,,,,,,,
2629,,,,,,,,,,,,,,,,,,ALUNO-1281,2021,,,,,,,,,,,,,,,,,,,,,,,
2630,,,,,,,,,,,,,,,,,,ALUNO-1282,2021,,,,,,,,,,,,,,,,,,,,,,,
2631,,,,,,,,,,,,,,,,,,ALUNO-1283,2021,,,,,,,,,,,,,,,,,,,,,,,
2632,,,,,,,,,,,,,,,,,,ALUNO-1284,2021,,,,,,,,,,,,,,,,,,,,,,,
2633,Escola Pública,,,Sim,8.407,,Topázio,,,,9.0,10.0,7.5,5.9,7.7,9.1,10.0,ALUNO-1285,2021,1.0,J,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Promovido de Fase,Promovido de Fase,,,0.0,Veterano,,,,,
2634,Escola Pública,,,Não,8.015,,Ametista,,,,10.0,8.3,7.5,6.5,7.8,7.6,10.0,ALUNO-1286,2021,0.0,K,Não avaliado,,,,,Mantido na Fase + Bolsa,,,ALFA  (2o e 3o ano),,Mantido na Fase atual,Não avaliado,,,0.0,Ingressante,,,,,
2635,Escola Pública,,,Não,7.546,,Ametista,,,,8.0,10.0,7.5,5.3,7.5,8.4,5.0,ALUNO-1287,2021,0.0,J,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Não avaliado,,,-2.0,Veterano,,,,,
2636,Rede Decisão,,,Não,6.787,,Ágata,,,,8.8,7.2,5.6,5.8,6.7,5.4,10.0,ALUNO-1288,2021,7.0,A,Promovido de Fase,,,,,Promovido de Fase + Bolsa,,,Nível 7 (3o EM),,Mantido na Fase atual,Promovido de Fase + Bolsa,,,0.0,Veterano,,,,,
2637,Escola Pública,,,Não,6.860,,Ágata,,,,8.5,7.9,7.5,4.8,7.9,7.1,5.0,ALUNO-1289,2021,2.0,L,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2638,,,,,,,,,,,,,,,,,,ALUNO-1290,2021,,,,,,,,,,,,,,,,,,,,,,,
2639,,,,,,,,,,,,,,,,,,ALUNO-1291,2021,,,,,,,,,,,,,,,,,,,,,,,
2640,Rede Decisão,,,Não,8.614,,Topázio,,,,9.6,9.7,7.5,6.7,8.8,8.7,10.0,ALUNO-1292,2021,3.0,A,Não avaliado,,,,,Promovido de Fase + Bolsa,,,Nível 3 (7o e 8o ano),,Promovido de Fase + Bolsa,Promovido de Fase,,,0.0,Veterano,,,,,
2641,,,,,,,,,,,,,,,,,,ALUNO-1293,2021,,,,,,,,,,,,,,,,,,,,,,,
2642,,,,,,,,,,,,,,,,,,ALUNO-1294,2021,,,,,,,,,,,,,,,,,,,,,,,
2643,,,,,,,,,,,,,,,,,,ALUNO-1295,2021,,,,,,,,,,,,,,,,,,,,,,,
2644,Escola Pública,,,Não,6.844,,Ágata,,,,9.5,8.8,7.5,3.5,7.5,7.2,5.0,ALUNO-1296,2021,1.0,G,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Veterano,,,,,
2645,,,,,,,,,,,,,,,,,,ALUNO-1297,2021,,,,,,,,,,,,,,,,,,,,,,,
2646,Escola Pública,,,Não,7.521,,Ametista,,,,10.0,8.3,7.5,6.4,7.5,7.8,5.0,ALUNO-1298,2021,0.0,O,Não avaliado,,,,,Mantido na Fase atual,,,Nível 1 (4o ano),,Mantido na Fase atual,Não avaliado,,,-1.0,Veterano,,,,,
2647,Rede Decisão,,,Não,7.936,,Ametista,,,,7.1,8.3,7.5,7.2,8.3,7.8,10.0,ALUNO-1299,2021,7.0,A,Promovido de Fase + Bolsa,,,,,Promovido de Fase + Bolsa,,,Nível 7 (3o EM),,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,,,0.0,Veterano,,,,,
2648,Escola Pública,,,Não,7.297,,Ametista,,,,9.0,8.8,7.5,5.3,7.9,7.8,5.0,ALUNO-1300,2021,1.0,J,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Promovido de Fase,,,-1.0,Ingressante,,,,,
2649,Escola Pública,,,Não,7.983,,Ametista,,,,9.6,7.5,7.5,6.0,8.3,8.7,10.0,ALUNO-1301,2021,3.0,D,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Promovido de Fase,Promovido de Fase,,,0.0,Ingressante,,,,,
2650,Escola Pública,,,Não,3.827,,Quartzo,,,,0.0,3.3,7.5,0.6,7.2,5.3,5.0,ALUNO-1302,2021,1.0,R,Não avaliado,,,,,Mantido na Fase atual,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,-2.0,Veterano,,,,,
2651,,,,,,,,,,,,,,,,,,ALUNO-1303,2021,,,,,,,,,,,,,,,,,,,,,,,
2652,,,,,,,,,,,,,,,,,,ALUNO-1304,2021,,,,,,,,,,,,,,,,,,,,,,,
2653,,,,,,,,,,,,,,,,,,ALUNO-1305,2021,,,,,,,,,,,,,,,,,,,,,,,
2654,,,,,,,,,,,,,,,,,,ALUNO-1306,2021,,,,,,,,,,,,,,,,,,,,,,,
2655,Escola Pública,,,Não,6.917,,Ametista,,,,7.0,6.7,7.5,4.8,7.5,7.2,10.0,ALUNO-1307,2021,2.0,B,Não avaliado,,,,,Mantido na Fase atual,,,Nível 2 (5o e 6o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Ingressante,,,,,
2656,Escola Pública,,,Não,4.892,,Quartzo,,,,7.1,3.3,2.5,2.3,7.5,7.8,5.0,ALUNO-1308,2021,3.0,D,Não avaliado,,,,,Promovido de Fase,,,Nível 4 (9o ano),,Promovido de Fase,Mantido na Fase atual,,,-1.0,Ingressante,,,,,
2657,,,,,,,,,,,,,,,,,,ALUNO-1309,2021,,,,,,,,,,,,,,,,,,,,,,,
2658,Escola Pública,,,Não,6.625,,Ágata,,,,9.2,5.3,7.5,3.5,7.5,7.2,10.0,ALUNO-1310,2021,3.0,A,Não avaliado,,,,,Promovido de Fase,,,Nível 3 (7o e 8o ano),,Mantido na Fase atual,Mantido na Fase atual,,,0.0,Ingressante,,,,,
2659,,,,,,,,,,,,,,,,,,ALUNO-1311,2021,,,,,,,,,,,,,,,,,,,,,,,
